Participant,Question,Response,Needs Reverse Coding?,Temp Coded Value,Temp Reversed Coded Value,Recoded Value
1,F2.6,Somewhat Agree,No,4,2,4
2,F2.6,Somewhat Agree,No,4,2,4
3,F2.6,Somewhat Agree,No,4,2,4
4,F2.6,Strongly Agree,No,5,1,5
5,F2.6,Strongly Agree,No,5,1,5
6,F2.6,Somewhat Agree,No,4,2,4
7,F2.6,Strongly Agree,No,5,1,5
8,F2.6,Somewhat Agree,No,4,2,4
9,F2.6,Somewhat Agree,No,4,2,4
10,F2.6,Strongly Agree,No,5,1,5
11,F2.6,Strongly Agree,No,5,1,5
12,F2.6,Strongly Agree,No,5,1,5
13,F2.6,Somewhat Agree,No,4,2,4
14,F2.6,Strongly Agree,No,5,1,5
15,F2.6,Somewhat Agree,No,4,2,4
16,F2.6,Strongly Agree,No,5,1,5
17,F2.6,Somewhat Agree,No,4,2,4
18,F2.6,Strongly Agree,No,5,1,5
19,F2.6,Strongly Agree,No,5,1,5
20,F2.6,Somewhat Agree,No,4,2,4
21,F2.6,Strongly Agree,No,5,1,5
22,F2.6,Strongly Agree,No,5,1,5
23,F2.6,Somewhat Agree,No,4,2,4
24,F2.6,Somewhat Agree,No,4,2,4
25,F2.6,Strongly Agree,No,5,1,5
26,F2.6,Somewhat Agree,No,4,2,4
27,F2.6,Strongly Agree,No,5,1,5
28,F2.6,Strongly Agree,No,5,1,5
29,F2.6,Strongly Agree,No,5,1,5
30,F2.6,Somewhat Agree,No,4,2,4
31,F2.6,Strongly Agree,No,5,1,5
32,F2.6,Strongly Agree,No,5,1,5
33,F2.6,Strongly Agree,No,5,1,5
34,F2.6,Strongly Agree,No,5,1,5
35,F2.6,Somewhat Agree,No,4,2,4
36,F2.6,Somewhat Agree,No,4,2,4
37,F2.6,Strongly Agree,No,5,1,5
38,F2.6,Strongly Agree,No,5,1,5
39,F2.6,Somewhat Agree,No,4,2,4
40,F2.6,Strongly Agree,No,5,1,5
41,F2.6,Somewhat Agree,No,4,2,4
42,F2.6,Somewhat Agree,No,4,2,4
43,F2.6,Strongly Agree,No,5,1,5
44,F2.6,Strongly Agree,No,5,1,5
45,F2.6,Strongly Agree,No,5,1,5
46,F2.6,Strongly Agree,No,5,1,5
47,F2.6,Somewhat Agree,No,4,2,4
48,F2.6,Strongly Agree,No,5,1,5
49,F2.6,Somewhat Agree,No,4,2,4
50,F2.6,Somewhat Agree,No,4,2,4
51,F2.6,Strongly Agree,No,5,1,5
52,F2.6,Strongly Agree,No,5,1,5
53,F2.6,Strongly Agree,No,5,1,5
54,F2.6,Strongly Agree,No,5,1,5
55,F2.6,Somewhat Agree,No,4,2,4
56,F2.6,Somewhat Agree,No,4,2,4
57,F2.6,Strongly Agree,No,5,1,5
58,F2.6,Strongly Agree,No,5,1,5
59,F2.6,Strongly Agree,No,5,1,5
60,F2.6,Strongly Agree,No,5,1,5
61,F2.6,Strongly Agree,No,5,1,5
62,F2.6,Strongly Agree,No,5,1,5
63,F2.6,Strongly Agree,No,5,1,5
64,F2.6,Strongly Agree,No,5,1,5
65,F2.6,Strongly Agree,No,5,1,5
66,F2.6,Strongly Agree,No,5,1,5
67,F2.6,Strongly Agree,No,5,1,5
68,F2.6,Strongly Agree,No,5,1,5
69,F2.6,Strongly Agree,No,5,1,5
70,F2.6,Strongly Agree,No,5,1,5
71,F2.6,Strongly Agree,No,5,1,5
72,F2.6,Strongly Agree,No,5,1,5
73,F2.6,Strongly Agree,No,5,1,5
74,F2.6,Strongly Agree,No,5,1,5
75,F2.6,Strongly Agree,No,5,1,5
76,F2.6,Strongly Agree,No,5,1,5
77,F2.6,Somewhat Agree,No,4,2,4
78,F2.6,Strongly Agree,No,5,1,5
79,F2.6,Strongly Agree,No,5,1,5
80,F2.6,Strongly Agree,No,5,1,5
81,F2.6,Strongly Agree,No,5,1,5
82,F2.6,Strongly Agree,No,5,1,5
83,F2.6,Strongly Agree,No,5,1,5
84,F2.6,Somewhat Agree,No,4,2,4
85,F2.6,Somewhat Agree,No,4,2,4
86,F2.6,Strongly Agree,No,5,1,5
87,F2.6,Strongly Agree,No,5,1,5
88,F2.6,Strongly Agree,No,5,1,5
89,F2.6,Somewhat Agree,No,4,2,4
90,F2.6,Strongly Agree,No,5,1,5
91,F2.6,Strongly Agree,No,5,1,5
92,F2.6,Somewhat Agree,No,4,2,4
93,F2.6,Strongly Agree,No,5,1,5
94,F2.6,Strongly Agree,No,5,1,5
95,F2.6,Strongly Agree,No,5,1,5
96,F2.6,Somewhat Agree,No,4,2,4
97,F2.6,Strongly Agree,No,5,1,5
98,F2.6,Strongly Agree,No,5,1,5
99,F2.6,Somewhat Agree,No,4,2,4
100,F2.6,Somewhat Agree,No,4,2,4
101,F2.6,Somewhat Agree,No,4,2,4
102,F2.6,Somewhat Agree,No,4,2,4
103,F2.6,Strongly Agree,No,5,1,5
104,F2.6,Somewhat Agree,No,4,2,4
105,F2.6,Somewhat Agree,No,4,2,4
106,F2.6,Somewhat Agree,No,4,2,4
107,F2.6,Strongly Agree,No,5,1,5
108,F2.6,Strongly Agree,No,5,1,5
109,F2.6,Strongly Agree,No,5,1,5
110,F2.6,Strongly Agree,No,5,1,5
111,F2.6,Somewhat Agree,No,4,2,4
112,F2.6,Strongly Agree,No,5,1,5
113,F2.6,Strongly Agree,No,5,1,5
114,F2.6,Strongly Agree,No,5,1,5
115,F2.6,Strongly Agree,No,5,1,5
116,F2.6,Strongly Agree,No,5,1,5
117,F2.6,Strongly Agree,No,5,1,5
118,F2.6,Somewhat Agree,No,4,2,4
119,F2.6,Strongly Agree,No,5,1,5
120,F2.6,Strongly Agree,No,5,1,5
121,F2.6,Somewhat Agree,No,4,2,4
122,F2.6,Strongly Agree,No,5,1,5
123,F2.6,Somewhat Agree,No,4,2,4
124,F2.6,Somewhat Agree,No,4,2,4
125,F2.6,Somewhat Agree,No,4,2,4
126,F2.6,Somewhat Agree,No,4,2,4
127,F2.6,Somewhat Agree,No,4,2,4
128,F2.6,Somewhat Agree,No,4,2,4
129,F2.6,Strongly Agree,No,5,1,5
130,F2.6,Somewhat Agree,No,4,2,4
131,F2.6,Strongly Agree,No,5,1,5
132,F2.6,Strongly Agree,No,5,1,5
133,F2.6,Somewhat Agree,No,4,2,4
134,F2.6,Strongly Agree,No,5,1,5
135,F2.6,Somewhat Agree,No,4,2,4
136,F2.6,Strongly Agree,No,5,1,5
137,F2.6,Strongly Agree,No,5,1,5
138,F2.6,Strongly Agree,No,5,1,5
139,F2.6,Somewhat Agree,No,4,2,4
140,F2.6,Somewhat Agree,No,4,2,4
141,F2.6,Strongly Agree,No,5,1,5
142,F2.6,Strongly Agree,No,5,1,5
143,F2.6,Somewhat Agree,No,4,2,4
144,F2.6,Strongly Agree,No,5,1,5
145,F2.6,Strongly Agree,No,5,1,5
146,F2.6,Strongly Agree,No,5,1,5
147,F2.6,Strongly Agree,No,5,1,5
148,F2.6,Strongly Agree,No,5,1,5
149,F2.6,Strongly Agree,No,5,1,5
150,F2.6,Strongly Agree,No,5,1,5
151,F2.6,Somewhat Agree,No,4,2,4
152,F2.6,Somewhat Agree,No,4,2,4
153,F2.6,Strongly Agree,No,5,1,5
154,F2.6,Strongly Agree,No,5,1,5
155,F2.6,Somewhat Agree,No,4,2,4
156,F2.6,Strongly Agree,No,5,1,5
157,F2.6,Strongly Agree,No,5,1,5
158,F2.6,Somewhat Agree,No,4,2,4
159,F2.6,Somewhat Agree,No,4,2,4
160,F2.6,Strongly Agree,No,5,1,5
161,F2.6,Somewhat Agree,No,4,2,4
162,F2.6,Somewhat Agree,No,4,2,4
163,F2.6,Strongly Agree,No,5,1,5
164,F2.6,Strongly Agree,No,5,1,5
165,F2.6,Strongly Agree,No,5,1,5
166,F2.6,Somewhat Agree,No,4,2,4
167,F2.6,Somewhat Agree,No,4,2,4
168,F2.6,Strongly Agree,No,5,1,5
169,F2.6,Strongly Agree,No,5,1,5
170,F2.6,Strongly Agree,No,5,1,5
171,F2.6,Strongly Agree,No,5,1,5
172,F2.6,Strongly Agree,No,5,1,5
173,F2.6,Strongly Agree,No,5,1,5
174,F2.6,Somewhat Agree,No,4,2,4
175,F2.6,Strongly Agree,No,5,1,5
176,F2.6,Strongly Agree,No,5,1,5
177,F2.6,Strongly Agree,No,5,1,5
178,F2.6,Somewhat Agree,No,4,2,4
179,F2.6,Strongly Agree,No,5,1,5
180,F2.6,Somewhat Agree,No,4,2,4
181,F2.6,Strongly Agree,No,5,1,5
182,F2.6,Strongly Agree,No,5,1,5
183,F2.6,Somewhat Agree,No,4,2,4
184,F2.6,Somewhat Agree,No,4,2,4
185,F2.6,Strongly Agree,No,5,1,5
186,F2.6,Strongly Agree,No,5,1,5
187,F2.6,Strongly Agree,No,5,1,5
188,F2.6,Strongly Agree,No,5,1,5
189,F2.6,Strongly Agree,No,5,1,5
190,F2.6,Strongly Agree,No,5,1,5
191,F2.6,Strongly Agree,No,5,1,5
192,F2.6,Strongly Agree,No,5,1,5
193,F2.6,Strongly Agree,No,5,1,5
194,F2.6,Strongly Agree,No,5,1,5
195,F2.6,Somewhat Agree,No,4,2,4
196,F2.6,Strongly Agree,No,5,1,5
197,F2.6,Strongly Agree,No,5,1,5
198,F2.6,Somewhat Agree,No,4,2,4
199,F2.6,Strongly Agree,No,5,1,5
200,F2.6,Strongly Agree,No,5,1,5
201,F2.6,Strongly Agree,No,5,1,5
202,F2.6,Somewhat Agree,No,4,2,4
203,F2.6,Strongly Agree,No,5,1,5
204,F2.6,Strongly Agree,No,5,1,5
205,F2.6,Somewhat Agree,No,4,2,4
206,F2.6,Neither Agree nor Disagree,No,3,3,3
207,F2.6,Strongly Agree,No,5,1,5
208,F2.6,Somewhat Agree,No,4,2,4
209,F2.6,Somewhat Agree,No,4,2,4
210,F2.6,Strongly Agree,No,5,1,5
211,F2.6,Somewhat Agree,No,4,2,4
212,F2.6,Somewhat Agree,No,4,2,4
213,F2.6,Strongly Agree,No,5,1,5
214,F2.6,Somewhat Agree,No,4,2,4
215,F2.6,Somewhat Agree,No,4,2,4
216,F2.6,Somewhat Agree,No,4,2,4
217,F2.6,Somewhat Agree,No,4,2,4
218,F2.6,Strongly Agree,No,5,1,5
219,F2.6,Somewhat Agree,No,4,2,4
220,F2.6,Strongly Agree,No,5,1,5
221,F2.6,Strongly Agree,No,5,1,5
222,F2.6,Strongly Agree,No,5,1,5
223,F2.6,Strongly Agree,No,5,1,5
224,F2.6,Strongly Agree,No,5,1,5
225,F2.6,Somewhat Agree,No,4,2,4
226,F2.6,Somewhat Agree,No,4,2,4
227,F2.6,Strongly Agree,No,5,1,5
228,F2.6,Strongly Agree,No,5,1,5
229,F2.6,Strongly Agree,No,5,1,5
230,F2.6,Strongly Agree,No,5,1,5
231,F2.6,Strongly Agree,No,5,1,5
232,F2.6,Strongly Agree,No,5,1,5
233,F2.6,Somewhat Agree,No,4,2,4
234,F2.6,Somewhat Agree,No,4,2,4
235,F2.6,Somewhat Agree,No,4,2,4
236,F2.6,Somewhat Agree,No,4,2,4
237,F2.6,Strongly Agree,No,5,1,5
238,F2.6,Strongly Agree,No,5,1,5
239,F2.6,Somewhat Agree,No,4,2,4
240,F2.6,Strongly Agree,No,5,1,5
241,F2.6,Strongly Agree,No,5,1,5
242,F2.6,Somewhat Agree,No,4,2,4
243,F2.6,Somewhat Agree,No,4,2,4
244,F2.6,Strongly Agree,No,5,1,5
245,F2.6,Strongly Agree,No,5,1,5
246,F2.6,Strongly Agree,No,5,1,5
247,F2.6,Strongly Agree,No,5,1,5
248,F2.6,Somewhat Agree,No,4,2,4
249,F2.6,Strongly Agree,No,5,1,5
250,F2.6,Somewhat Agree,No,4,2,4
251,F2.6,Strongly Agree,No,5,1,5
252,F2.6,Somewhat Agree,No,4,2,4
253,F2.6,Somewhat Agree,No,4,2,4
254,F2.6,Strongly Agree,No,5,1,5
255,F2.6,Strongly Agree,No,5,1,5
256,F2.6,Somewhat Agree,No,4,2,4
257,F2.6,Somewhat Agree,No,4,2,4
258,F2.6,Strongly Agree,No,5,1,5
259,F2.6,Somewhat Agree,No,4,2,4
260,F2.6,Strongly Agree,No,5,1,5
261,F2.6,Somewhat Agree,No,4,2,4
262,F2.6,Neither Agree nor Disagree,No,3,3,3
263,F2.6,Somewhat Agree,No,4,2,4
264,F2.6,Strongly Agree,No,5,1,5
1,F5.3,Somewhat Agree,No,4,2,4
2,F5.3,Somewhat Agree,No,4,2,4
3,F5.3,Somewhat Agree,No,4,2,4
4,F5.3,Somewhat Agree,No,4,2,4
5,F5.3,Strongly Agree,No,5,1,5
6,F5.3,Strongly Agree,No,5,1,5
7,F5.3,Neither Agree nor Disagree,No,3,3,3
8,F5.3,Somewhat Agree,No,4,2,4
9,F5.3,Strongly Agree,No,5,1,5
10,F5.3,Strongly Agree,No,5,1,5
11,F5.3,Somewhat Disagree,No,2,4,2
12,F5.3,Strongly Agree,No,5,1,5
13,F5.3,Neither Agree nor Disagree,No,3,3,3
14,F5.3,Somewhat Agree,No,4,2,4
15,F5.3,Neither Agree nor Disagree,No,3,3,3
16,F5.3,Somewhat Agree,No,4,2,4
17,F5.3,Somewhat Agree,No,4,2,4
18,F5.3,Strongly Disagree,No,1,5,1
19,F5.3,Strongly Agree,No,5,1,5
20,F5.3,Neither Agree nor Disagree,No,3,3,3
21,F5.3,Somewhat Agree,No,4,2,4
22,F5.3,Somewhat Agree,No,4,2,4
23,F5.3,Strongly Agree,No,5,1,5
24,F5.3,Somewhat Agree,No,4,2,4
25,F5.3,Neither Agree nor Disagree,No,3,3,3
26,F5.3,Somewhat Agree,No,4,2,4
27,F5.3,Somewhat Agree,No,4,2,4
28,F5.3,Neither Agree nor Disagree,No,3,3,3
29,F5.3,Neither Agree nor Disagree,No,3,3,3
30,F5.3,Somewhat Agree,No,4,2,4
31,F5.3,Somewhat Agree,No,4,2,4
32,F5.3,Somewhat Disagree,No,2,4,2
33,F5.3,Somewhat Disagree,No,2,4,2
34,F5.3,Strongly Agree,No,5,1,5
35,F5.3,Somewhat Agree,No,4,2,4
36,F5.3,Somewhat Agree,No,4,2,4
37,F5.3,Somewhat Disagree,No,2,4,2
38,F5.3,Somewhat Agree,No,4,2,4
39,F5.3,Neither Agree nor Disagree,No,3,3,3
40,F5.3,Neither Agree nor Disagree,No,3,3,3
41,F5.3,Somewhat Disagree,No,2,4,2
42,F5.3,Strongly Agree,No,5,1,5
43,F5.3,Somewhat Agree,No,4,2,4
44,F5.3,Somewhat Agree,No,4,2,4
45,F5.3,Strongly Agree,No,5,1,5
46,F5.3,Somewhat Agree,No,4,2,4
47,F5.3,Neither Agree nor Disagree,No,3,3,3
48,F5.3,Strongly Agree,No,5,1,5
49,F5.3,Neither Agree nor Disagree,No,3,3,3
50,F5.3,Somewhat Agree,No,4,2,4
51,F5.3,Somewhat Disagree,No,2,4,2
52,F5.3,Somewhat Agree,No,4,2,4
53,F5.3,Neither Agree nor Disagree,No,3,3,3
54,F5.3,Strongly Agree,No,5,1,5
55,F5.3,Somewhat Agree,No,4,2,4
56,F5.3,Neither Agree nor Disagree,No,3,3,3
57,F5.3,Somewhat Agree,No,4,2,4
58,F5.3,Somewhat Disagree,No,2,4,2
59,F5.3,Somewhat Disagree,No,2,4,2
60,F5.3,Strongly Agree,No,5,1,5
61,F5.3,Strongly Agree,No,5,1,5
62,F5.3,Somewhat Agree,No,4,2,4
63,F5.3,Somewhat Agree,No,4,2,4
64,F5.3,Somewhat Agree,No,4,2,4
65,F5.3,Somewhat Agree,No,4,2,4
66,F5.3,Somewhat Agree,No,4,2,4
67,F5.3,Strongly Agree,No,5,1,5
68,F5.3,Somewhat Agree,No,4,2,4
69,F5.3,Strongly Agree,No,5,1,5
70,F5.3,Strongly Agree,No,5,1,5
71,F5.3,Somewhat Agree,No,4,2,4
72,F5.3,Somewhat Agree,No,4,2,4
73,F5.3,Strongly Agree,No,5,1,5
74,F5.3,Neither Agree nor Disagree,No,3,3,3
75,F5.3,Somewhat Disagree,No,2,4,2
76,F5.3,Somewhat Agree,No,4,2,4
77,F5.3,Neither Agree nor Disagree,No,3,3,3
78,F5.3,Neither Agree nor Disagree,No,3,3,3
79,F5.3,Somewhat Agree,No,4,2,4
80,F5.3,Neither Agree nor Disagree,No,3,3,3
81,F5.3,Somewhat Agree,No,4,2,4
82,F5.3,Strongly Agree,No,5,1,5
83,F5.3,Strongly Agree,No,5,1,5
84,F5.3,Neither Agree nor Disagree,No,3,3,3
85,F5.3,Strongly Agree,No,5,1,5
86,F5.3,Neither Agree nor Disagree,No,3,3,3
87,F5.3,Neither Agree nor Disagree,No,3,3,3
88,F5.3,Somewhat Agree,No,4,2,4
89,F5.3,Somewhat Agree,No,4,2,4
90,F5.3,Somewhat Agree,No,4,2,4
91,F5.3,Strongly Agree,No,5,1,5
92,F5.3,Strongly Agree,No,5,1,5
93,F5.3,Strongly Agree,No,5,1,5
94,F5.3,Somewhat Disagree,No,2,4,2
95,F5.3,Somewhat Agree,No,4,2,4
96,F5.3,Strongly Agree,No,5,1,5
97,F5.3,Neither Agree nor Disagree,No,3,3,3
98,F5.3,Strongly Agree,No,5,1,5
99,F5.3,Somewhat Agree,No,4,2,4
100,F5.3,Neither Agree nor Disagree,No,3,3,3
101,F5.3,Somewhat Agree,No,4,2,4
102,F5.3,Somewhat Agree,No,4,2,4
103,F5.3,Somewhat Agree,No,4,2,4
104,F5.3,Somewhat Agree,No,4,2,4
105,F5.3,Neither Agree nor Disagree,No,3,3,3
106,F5.3,Somewhat Agree,No,4,2,4
107,F5.3,Neither Agree nor Disagree,No,3,3,3
108,F5.3,Somewhat Agree,No,4,2,4
109,F5.3,Somewhat Agree,No,4,2,4
110,F5.3,Strongly Agree,No,5,1,5
111,F5.3,Neither Agree nor Disagree,No,3,3,3
112,F5.3,Somewhat Agree,No,4,2,4
113,F5.3,Somewhat Agree,No,4,2,4
114,F5.3,Somewhat Disagree,No,2,4,2
115,F5.3,Neither Agree nor Disagree,No,3,3,3
116,F5.3,Strongly Agree,No,5,1,5
117,F5.3,Somewhat Agree,No,4,2,4
118,F5.3,Somewhat Agree,No,4,2,4
119,F5.3,Somewhat Agree,No,4,2,4
120,F5.3,Somewhat Agree,No,4,2,4
121,F5.3,Somewhat Disagree,No,2,4,2
122,F5.3,Somewhat Agree,No,4,2,4
123,F5.3,Neither Agree nor Disagree,No,3,3,3
124,F5.3,Strongly Agree,No,5,1,5
125,F5.3,Neither Agree nor Disagree,No,3,3,3
126,F5.3,Strongly Agree,No,5,1,5
127,F5.3,Neither Agree nor Disagree,No,3,3,3
128,F5.3,Somewhat Disagree,No,2,4,2
129,F5.3,Somewhat Agree,No,4,2,4
130,F5.3,Somewhat Agree,No,4,2,4
131,F5.3,Somewhat Agree,No,4,2,4
132,F5.3,Neither Agree nor Disagree,No,3,3,3
133,F5.3,Somewhat Agree,No,4,2,4
134,F5.3,Somewhat Agree,No,4,2,4
135,F5.3,Neither Agree nor Disagree,No,3,3,3
136,F5.3,Neither Agree nor Disagree,No,3,3,3
137,F5.3,Somewhat Agree,No,4,2,4
138,F5.3,Somewhat Agree,No,4,2,4
139,F5.3,Strongly Agree,No,5,1,5
140,F5.3,Neither Agree nor Disagree,No,3,3,3
141,F5.3,Neither Agree nor Disagree,No,3,3,3
142,F5.3,Somewhat Agree,No,4,2,4
143,F5.3,Somewhat Disagree,No,2,4,2
144,F5.3,Somewhat Agree,No,4,2,4
145,F5.3,Somewhat Agree,No,4,2,4
146,F5.3,Somewhat Agree,No,4,2,4
147,F5.3,Somewhat Agree,No,4,2,4
148,F5.3,Neither Agree nor Disagree,No,3,3,3
149,F5.3,Neither Agree nor Disagree,No,3,3,3
150,F5.3,Strongly Agree,No,5,1,5
151,F5.3,Strongly Agree,No,5,1,5
152,F5.3,Somewhat Agree,No,4,2,4
153,F5.3,Somewhat Agree,No,4,2,4
154,F5.3,Somewhat Agree,No,4,2,4
155,F5.3,Somewhat Agree,No,4,2,4
156,F5.3,Strongly Agree,No,5,1,5
157,F5.3,Strongly Agree,No,5,1,5
158,F5.3,Somewhat Agree,No,4,2,4
159,F5.3,Somewhat Agree,No,4,2,4
160,F5.3,Somewhat Agree,No,4,2,4
161,F5.3,Somewhat Agree,No,4,2,4
162,F5.3,Neither Agree nor Disagree,No,3,3,3
163,F5.3,Somewhat Agree,No,4,2,4
164,F5.3,Somewhat Agree,No,4,2,4
165,F5.3,Somewhat Disagree,No,2,4,2
166,F5.3,Strongly Agree,No,5,1,5
167,F5.3,Somewhat Agree,No,4,2,4
168,F5.3,Strongly Agree,No,5,1,5
169,F5.3,Neither Agree nor Disagree,No,3,3,3
170,F5.3,Strongly Agree,No,5,1,5
171,F5.3,Neither Agree nor Disagree,No,3,3,3
172,F5.3,Neither Agree nor Disagree,No,3,3,3
173,F5.3,Neither Agree nor Disagree,No,3,3,3
174,F5.3,Somewhat Agree,No,4,2,4
175,F5.3,Somewhat Disagree,No,2,4,2
176,F5.3,Strongly Agree,No,5,1,5
177,F5.3,Strongly Agree,No,5,1,5
178,F5.3,Somewhat Agree,No,4,2,4
179,F5.3,Neither Agree nor Disagree,No,3,3,3
180,F5.3,Strongly Agree,No,5,1,5
181,F5.3,Somewhat Agree,No,4,2,4
182,F5.3,Strongly Agree,No,5,1,5
183,F5.3,Somewhat Agree,No,4,2,4
184,F5.3,Neither Agree nor Disagree,No,3,3,3
185,F5.3,Somewhat Disagree,No,2,4,2
186,F5.3,Neither Agree nor Disagree,No,3,3,3
187,F5.3,Somewhat Agree,No,4,2,4
188,F5.3,Neither Agree nor Disagree,No,3,3,3
189,F5.3,Strongly Disagree,No,1,5,1
190,F5.3,Somewhat Agree,No,4,2,4
191,F5.3,Strongly Agree,No,5,1,5
192,F5.3,Somewhat Disagree,No,2,4,2
193,F5.3,Somewhat Agree,No,4,2,4
194,F5.3,Somewhat Agree,No,4,2,4
195,F5.3,Neither Agree nor Disagree,No,3,3,3
196,F5.3,Strongly Disagree,No,1,5,1
197,F5.3,Neither Agree nor Disagree,No,3,3,3
198,F5.3,Somewhat Agree,No,4,2,4
199,F5.3,Neither Agree nor Disagree,No,3,3,3
200,F5.3,Somewhat Agree,No,4,2,4
201,F5.3,Somewhat Agree,No,4,2,4
202,F5.3,Strongly Agree,No,5,1,5
203,F5.3,Neither Agree nor Disagree,No,3,3,3
204,F5.3,Strongly Agree,No,5,1,5
205,F5.3,Somewhat Agree,No,4,2,4
206,F5.3,Somewhat Agree,No,4,2,4
207,F5.3,Strongly Agree,No,5,1,5
208,F5.3,Somewhat Agree,No,4,2,4
209,F5.3,Somewhat Agree,No,4,2,4
210,F5.3,Neither Agree nor Disagree,No,3,3,3
211,F5.3,Neither Agree nor Disagree,No,3,3,3
212,F5.3,Somewhat Agree,No,4,2,4
213,F5.3,Strongly Agree,No,5,1,5
214,F5.3,Somewhat Agree,No,4,2,4
215,F5.3,Somewhat Disagree,No,2,4,2
216,F5.3,Somewhat Agree,No,4,2,4
217,F5.3,Somewhat Agree,No,4,2,4
218,F5.3,Strongly Agree,No,5,1,5
219,F5.3,Somewhat Agree,No,4,2,4
220,F5.3,Somewhat Agree,No,4,2,4
221,F5.3,Neither Agree nor Disagree,No,3,3,3
222,F5.3,Somewhat Agree,No,4,2,4
223,F5.3,Somewhat Agree,No,4,2,4
224,F5.3,Strongly Agree,No,5,1,5
225,F5.3,Neither Agree nor Disagree,No,3,3,3
226,F5.3,Neither Agree nor Disagree,No,3,3,3
227,F5.3,Neither Agree nor Disagree,No,3,3,3
228,F5.3,Somewhat Disagree,No,2,4,2
229,F5.3,Somewhat Agree,No,4,2,4
230,F5.3,Neither Agree nor Disagree,No,3,3,3
231,F5.3,Neither Agree nor Disagree,No,3,3,3
232,F5.3,Strongly Agree,No,5,1,5
233,F5.3,Strongly Agree,No,5,1,5
234,F5.3,Somewhat Agree,No,4,2,4
235,F5.3,Somewhat Agree,No,4,2,4
236,F5.3,Strongly Agree,No,5,1,5
237,F5.3,Strongly Agree,No,5,1,5
238,F5.3,Somewhat Agree,No,4,2,4
239,F5.3,Somewhat Agree,No,4,2,4
240,F5.3,Strongly Agree,No,5,1,5
241,F5.3,Somewhat Agree,No,4,2,4
242,F5.3,Somewhat Agree,No,4,2,4
243,F5.3,Neither Agree nor Disagree,No,3,3,3
244,F5.3,Somewhat Disagree,No,2,4,2
245,F5.3,Somewhat Agree,No,4,2,4
246,F5.3,Somewhat Agree,No,4,2,4
247,F5.3,Somewhat Agree,No,4,2,4
248,F5.3,Somewhat Agree,No,4,2,4
249,F5.3,Somewhat Agree,No,4,2,4
250,F5.3,Neither Agree nor Disagree,No,3,3,3
251,F5.3,Somewhat Disagree,No,2,4,2
252,F5.3,Somewhat Agree,No,4,2,4
253,F5.3,Somewhat Agree,No,4,2,4
254,F5.3,Somewhat Agree,No,4,2,4
255,F5.3,Neither Agree nor Disagree,No,3,3,3
256,F5.3,Neither Agree nor Disagree,No,3,3,3
257,F5.3,Neither Agree nor Disagree,No,3,3,3
258,F5.3,Somewhat Agree,No,4,2,4
259,F5.3,Somewhat Disagree,No,2,4,2
260,F5.3,Somewhat Agree,No,4,2,4
261,F5.3,Somewhat Agree,No,4,2,4
262,F5.3,Somewhat Agree,No,4,2,4
263,F5.3,Somewhat Disagree,No,2,4,2
264,F5.3,Somewhat Agree,No,4,2,4
1,F4.2,Somewhat Agree,No,4,2,4
2,F4.2,Somewhat Agree,No,4,2,4
3,F4.2,Somewhat Agree,No,4,2,4
4,F4.2,Somewhat Agree,No,4,2,4
5,F4.2,Somewhat Agree,No,4,2,4
6,F4.2,Strongly Agree,No,5,1,5
7,F4.2,Somewhat Agree,No,4,2,4
8,F4.2,Somewhat Agree,No,4,2,4
9,F4.2,Strongly Agree,No,5,1,5
10,F4.2,Somewhat Agree,No,4,2,4
11,F4.2,Somewhat Agree,No,4,2,4
12,F4.2,Strongly Agree,No,5,1,5
13,F4.2,Somewhat Agree,No,4,2,4
14,F4.2,Somewhat Agree,No,4,2,4
15,F4.2,Somewhat Agree,No,4,2,4
16,F4.2,Strongly Agree,No,5,1,5
17,F4.2,Somewhat Agree,No,4,2,4
18,F4.2,Neither Agree nor Disagree,No,3,3,3
19,F4.2,Somewhat Agree,No,4,2,4
20,F4.2,Neither Agree nor Disagree,No,3,3,3
21,F4.2,Strongly Agree,No,5,1,5
22,F4.2,Somewhat Agree,No,4,2,4
23,F4.2,Neither Agree nor Disagree,No,3,3,3
24,F4.2,Strongly Agree,No,5,1,5
25,F4.2,Somewhat Agree,No,4,2,4
26,F4.2,Somewhat Agree,No,4,2,4
27,F4.2,Somewhat Agree,No,4,2,4
28,F4.2,Somewhat Disagree,No,2,4,2
29,F4.2,Somewhat Agree,No,4,2,4
30,F4.2,Somewhat Agree,No,4,2,4
31,F4.2,Somewhat Agree,No,4,2,4
32,F4.2,Neither Agree nor Disagree,No,3,3,3
33,F4.2,Somewhat Agree,No,4,2,4
34,F4.2,Strongly Agree,No,5,1,5
35,F4.2,Somewhat Agree,No,4,2,4
36,F4.2,Strongly Agree,No,5,1,5
37,F4.2,Strongly Agree,No,5,1,5
38,F4.2,Neither Agree nor Disagree,No,3,3,3
39,F4.2,Somewhat Agree,No,4,2,4
40,F4.2,Somewhat Agree,No,4,2,4
41,F4.2,Neither Agree nor Disagree,No,3,3,3
42,F4.2,Neither Agree nor Disagree,No,3,3,3
43,F4.2,Somewhat Agree,No,4,2,4
44,F4.2,Somewhat Agree,No,4,2,4
45,F4.2,Strongly Agree,No,5,1,5
46,F4.2,Neither Agree nor Disagree,No,3,3,3
47,F4.2,Neither Agree nor Disagree,No,3,3,3
48,F4.2,Neither Agree nor Disagree,No,3,3,3
49,F4.2,Somewhat Agree,No,4,2,4
